Internship_id,Internship_Title,Company_Name,Industry,Company_Type,Internship_Type,City,State,Work_Mode,Department,Duration,Stipend_Min,Stipend_Max,Source_Platform,Post_Link,Duration_Months,Duration_Category,Stipend_Status,Average_Stipend,City_Clean,State_Clean,Stipend_Flag,Stipend_Range,Stipend_Midpoint,Has_Stipend,Is_Remote,Is_Hybrid,Is_Onsite,Is_Full_Time,Is_Part_Time,Skill_Count,Technical_Skill_Count,Soft_Skill_Count,HR_Tool_Count,Education_Level
A71,Human Resources,LetzStepIn,,Not Specified,Not Specified,Pune,Maharashtra,Hybrid,Talent Acquisition & Recruitment,6,6000.0,15000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-letzstepin1785671816,6.0,Long-term,Paid,10500.0,Pune,Maharashtra,Normal,9000.0,10500.0,1,0,1,0,0,0,4,3,1,0,Other
A72,Human Resources,Nexus Automech Private Limited,,Not Specified,Not Specified,Ahmedabad,Gujarat,Not Specified,Talent Acquisition & Recruitment,6,5000.0,12000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-ahmedabad-at-nexus-automech-private-limited1785500742,6.0,Long-term,Paid,8500.0,Ahmedabad,Gujarat,Normal,7000.0,8500.0,1,0,0,0,0,0,2,1,0,1,Other
A73,Human Resources,AstraZen Group,,Not Specified,Not Specified,Pune,Maharashtra,Not Specified,Talent Acquisition & Recruitment,4,3000.0,6000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-astrazen-group1785480857,4.0,Medium-term,Paid,4500.0,Pune,Maharashtra,Normal,3000.0,4500.0,1,0,0,0,0,0,7,4,3,0,Other
A74,Human Resources,Linkruit,,Not Specified,Not Specified,Udaipur,Rajasthan,Not Specified,Talent Acquisition & Recruitment,3,11000.0,13000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-linkruit1785477711,3.0,Medium-term,Paid,12000.0,Udaipur,Rajasthan,Normal,2000.0,12000.0,1,0,0,0,0,0,3,1,2,0,Other
A75,Recruitment,Green Rootz,,Not Specified,Not Specified,Mumbai,Maharashtra,Not Specified,Talent Acquisition & Recruitment,2,5000.0,10000.0,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-mumbai-at-green-rootz1785484144,2.0,Short-term,Paid,7500.0,Mumbai,Maharashtra,Normal,5000.0,7500.0,1,0,0,0,0,0,6,2,4,0,Other
A76,Recruitment,Kaira Melwani,,Not Specified,Not Specified,Mumbai,Maharashtra,Hybrid,Talent Acquisition & Recruitment,6,6000.0,10000.0,Internshala,https://internshala.com/internship/detail/part-time-recruitment-internship-in-multiple-locations-at-kaira-melwani1785433188,6.0,Long-term,Paid,8000.0,Mumbai,Maharashtra,Normal,4000.0,8000.0,1,0,1,0,0,0,2,2,0,0,Other
A77,Human Resources,Network of Creative Thinkers,,Not Specified,Not Specified,Panchgani,Maharashtra,Not Specified,Talent Acquisition & Recruitment,4,28500.0,,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-panchgani-at-network-of-creative-thinkers1785421379,4.0,Medium-term,Paid,,Panchgani,Maharashtra,Not Specified,,,0,0,0,0,0,0,4,0,4,0,Other
A78,Recruitment,Orena Solutions,,Not Specified,Not Specified,Vadodara,Gujarat,Not Specified,Talent Acquisition & Recruitment,6,6000.0,10000.0,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-vadodara-at-orena-solutions1785316752,6.0,Long-term,Paid,8000.0,Vadodara,Gujarat,Normal,4000.0,8000.0,1,0,0,0,0,0,5,4,1,0,Other
A79,Talent Acquisition,Tirwin Management Services Private Limited,,Not Specified,Not Specified,Chennai,Tamil Nadu,Not Specified,Talent Acquisition & Recruitment,6,18000.0,34000.0,Internshala,https://internshala.com/internship/detail/talent-acquisition-internship-in-tambaram-sanatorium-at-tirwin-management-services-private-limited1785313959,6.0,Long-term,Paid,26000.0,Chennai,Tamil Nadu,Normal,16000.0,26000.0,1,0,0,0,0,0,5,3,2,0,Other
A80,Recruitment,Pulsecrafts Solutions Private Limited,,Not Specified,Not Specified,Balasore,Odisha,Not Specified,Talent Acquisition & Recruitment,6,7000.0,,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-balasore-at-pulsecrafts-solutions-private-limited1785253985,6.0,Long-term,Paid,,Balasore,Odisha,Not Specified,,,0,0,0,0,0,0,8,5,3,0,Other
A81,Human Resources,Amnex Infotechnologies Private Limited,,Not Specified,Not Specified,Ahmedabad,Gujarat,Not Specified,Talent Acquisition & Recruitment,3,8000.0,,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-ahmedabad-at-amnex-infotechnologies-private-limited1785215850,3.0,Medium-term,Paid,,Ahmedabad,Gujarat,Not Specified,,,0,0,0,0,0,0,3,0,2,1,Other
A82,Recruitment,Extinctfire Engineers Private Limited,,Not Specified,Not Specified,Mumbai,Maharashtra,Not Specified,Talent Acquisition & Recruitment,6,5000.0,6000.0,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-mumbai-at-extinctfire-engineers-private-limited1784725576,6.0,Long-term,Paid,5500.0,Mumbai,Maharashtra,Normal,1000.0,5500.0,1,0,0,0,0,0,1,0,1,0,Other
A83,Human Resources,Raisen Electrohard Foundation,,NGO,Not Specified,Bhopal,Madhya Pradesh,Not Specified,Talent Acquisition & Recruitment,4,2000.0,,Internshala,https://internshala.com/internship/detail/part-time-human-resources-hr-internship-in-bhopal-at-raisen-electrohard-foundation1784634813,4.0,Medium-term,Paid,,Bhopal,Madhya Pradesh,Not Specified,,,0,0,0,0,0,0,8,6,2,0,Other
A84,Human Resources,EarlyJobs,,Not Specified,Not Specified,Bellary,Karnataka,Not Specified,Talent Acquisition & Recruitment,3,2000.0,,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-bellary-at-earlyjobs1784554880,3.0,Medium-term,Paid,,Bellary,Karnataka,Not Specified,,,0,0,0,0,0,0,5,3,2,0,Other
A85,Human Resources,M.M. Industrial Controls Private Limited,,Not Specified,Not Specified,Dharwad,Karnataka,Not Specified,Talent Acquisition & Recruitment,6,8000.0,10000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-mm-industrial-controls-private-limited1783936366,6.0,Long-term,Paid,9000.0,Dharwad,Karnataka,Normal,2000.0,9000.0,1,0,0,0,0,0,7,5,2,0,Other
A86,Human Resources,Gautam Consultancy,,Consulting,Not Specified,Ahmedabad,Gujarat,Not Specified,Talent Acquisition & Recruitment,6,8000.0,10000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-ahmedabad-at-gautam-consultancy1783670076,6.0,Long-term,Paid,9000.0,Ahmedabad,Gujarat,Normal,2000.0,9000.0,1,0,0,0,0,0,1,1,0,0,Other
A87,Talent Acquisition,Plexobit Software Solutions Private Limited,,Not Specified,Not Specified,Jaipur,Rajasthan,Not Specified,Talent Acquisition & Recruitment,6,8000.0,10000.0,Internshala,https://internshala.com/internship/detail/talent-acquisition-business-development-internship-in-jaipur-at-plexobit-software-solutions-private-limited1783512416,6.0,Long-term,Paid,9000.0,Jaipur,Rajasthan,Normal,2000.0,9000.0,1,0,0,0,0,0,6,4,2,0,Other
A88,Recruitment,SI Placements Internationals,,Not Specified,Not Specified,Ahmedabad,Gujarat,Not Specified,Talent Acquisition & Recruitment,2,2000.0,3000.0,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-ahmedabad-at-si-placements-internationals1783410261,2.0,Short-term,Paid,2500.0,Ahmedabad,Gujarat,Normal,1000.0,2500.0,1,0,0,0,0,0,1,1,0,0,Other
A89,Human Resources,Protrainy Skills Private Limited,,Not Specified,Not Specified,Bhubaneswar,Odisha,Not Specified,Talent Acquisition & Recruitment,6,4000.0,7000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-bhubaneswar-at-protrainy-skills-private-limited1783349491,6.0,Long-term,Paid,5500.0,Bhubaneswar,Odisha,Normal,3000.0,5500.0,1,0,0,0,0,0,3,1,1,1,Other
A90,Human Resources,Eduminatti,Education,Startup,Not Specified,,,Remote,Talent Acquisition & Recruitment,2,5000.0,10000.0,Internshala,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-eduminatti1785764176,2.0,Short-term,Paid,7500.0,Not Specified,Not Specified,Normal,5000.0,7500.0,1,1,0,0,0,0,2,0,0,2,Other
A91,Recruitment,Medius Technologies Private Limited,,Not Specified,Not Specified,Thane,Maharashtra,Not Specified,Talent Acquisition & Recruitment,6,9500.0,10000.0,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-multiple-locations-at-medius-technologies-private-limited1785762865,6.0,Long-term,Paid,9750.0,Thane,Maharashtra,Normal,500.0,9750.0,1,0,0,0,0,0,1,1,0,0,Other
A92,Human Resources,Break The Code,,Not Specified,Not Specified,Thane,Maharashtra,Not Specified,Talent Acquisition & Recruitment,3,5000.0,7000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-break-the-code1785761108,3.0,Medium-term,Paid,6000.0,Thane,Maharashtra,Normal,2000.0,6000.0,1,0,0,0,0,0,8,5,3,0,Other
A93,HR Operations,Euphoria Interiors,,Not Specified,Not Specified,,,Remote,HR Operations,6,10000.0,15000.0,Internshala,https://internshala.com/internship/detail/work-from-home-hr-operations-internship-at-euphoria-interiors1785759631,6.0,Long-term,Paid,12500.0,Not Specified,Not Specified,Normal,5000.0,12500.0,1,1,0,0,0,0,0,0,0,0,Other
A94,Recruitment Consultant,Talent Magna Consulting Services,,Consulting,Not Specified,,,Remote,Talent Acquisition & Recruitment,3,5000.0,7000.0,Internshala,https://internshala.com/internship/detail/work-from-home-recruitment-consultant-internship-at-talent-magna-consulting-services1785754994,3.0,Medium-term,Paid,6000.0,Not Specified,Not Specified,Normal,2000.0,6000.0,1,1,0,0,0,0,1,1,0,0,Other
A95,Talent Acquisition,Anikson Solutions,,Not Specified,Not Specified,,,Remote,Talent Acquisition & Recruitment,6,10000.0,22000.0,Internshala,https://internshala.com/internship/detail/work-from-home-talent-acquisition-internship-at-anikson-solutions1785750945,6.0,Long-term,Paid,16000.0,Not Specified,Not Specified,Normal,12000.0,16000.0,1,1,0,0,0,0,5,4,0,1,Other
A96,Associate Recruiter,Kartilio Technology LLP,,Consulting,Not Specified,,,Remote,Talent Acquisition & Recruitment,2,7500.0,11000.0,Internshala,https://internshala.com/internship/detail/work-from-home-associate-recruiter-internship-at-kartilio-technology-llp1785750722,2.0,Short-term,Paid,9250.0,Not Specified,Not Specified,Normal,3500.0,9250.0,1,1,0,0,0,0,5,4,0,1,Other
A97,Recruitment,AideWiser SolTek,,Not Specified,Not Specified,,,Remote,Talent Acquisition & Recruitment,6,3000.0,8000.0,Internshala,https://internshala.com/internship/detail/work-from-home-recruitment-internship-at-aidewiser-soltek1785739992,6.0,Long-term,Paid,5500.0,Not Specified,Not Specified,Normal,5000.0,5500.0,1,1,0,0,0,0,0,0,0,0,Other
A98,Human Resources,Ecommex Logistic Private Limited,,Not Specified,Not Specified,Noida,Uttar Pradesh,Not Specified,Talent Acquisition & Recruitment,3,14000.0,26000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-noida-at-ecommex-logistic-opc-private-limited1785737287,3.0,Medium-term,Paid,20000.0,Noida,Uttar Pradesh,Normal,12000.0,20000.0,1,0,0,0,0,0,6,4,2,0,Other
A99,Human Resources,Zell Education,Education,Educational Institution,Not Specified,Mumbai,Maharashtra,Not Specified,Talent Acquisition & Recruitment,3,5000.0,8000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-mumbai-at-zell-education1785739871,3.0,Medium-term,Paid,6500.0,Mumbai,Maharashtra,Normal,3000.0,6500.0,1,0,0,0,0,0,4,2,1,1,Other
A100,Recruitment,Zell Education,Education,Educational Institution,Not Specified,Mumbai,Maharashtra,Not Specified,Talent Acquisition & Recruitment,3,6000.0,8000.0,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-mumbai-at-zell-education1785739811,3.0,Medium-term,Paid,7000.0,Mumbai,Maharashtra,Normal,2000.0,7000.0,1,0,0,0,0,0,4,2,2,0,Other
A101,Human Resources,Creator City,,Not Specified,Not Specified,Noida,Uttar Pradesh,Not Specified,Talent Acquisition & Recruitment,3,5000.0,10000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-noida-at-creator-city1785739765,3.0,Medium-term,Paid,7500.0,Noida,Uttar Pradesh,Normal,5000.0,7500.0,1,0,0,0,0,0,4,4,0,0,Other
A102,Human Resources,Guardian Capital Investment Advisors,,Not Specified,Not Specified,Hyderabad,Telangana,Not Specified,Talent Acquisition & Recruitment,2,10000.0,15000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-hyderabad-at-guardian-capital-investment-advisors1785732091,2.0,Short-term,Paid,12500.0,Hyderabad,Telangana,Normal,5000.0,12500.0,1,0,0,0,0,0,4,2,2,0,Other
A103,Human Resources,Go BFF,,Not Specified,Not Specified,,,Remote,Talent Acquisition & Recruitment,3,5000.0,10000.0,Internshala,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-go-bff1785732270,3.0,Medium-term,Paid,7500.0,Not Specified,Not Specified,Normal,5000.0,7500.0,1,1,0,0,0,0,0,0,0,0,Other
A104,HR Generalist,Debattles Enterprises LLP,,Consulting,Not Specified,,,Remote,HR Operations,3,5000.0,15000.0,Internshala,https://internshala.com/internship/detail/work-from-home-hr-generalist--ai-people-ops-internship-at-debattles-enterprises-llp1785732062,3.0,Medium-term,Paid,10000.0,Not Specified,Not Specified,Normal,10000.0,10000.0,1,1,0,0,0,0,6,1,5,0,Other
A105,Human Resources,BDO India LLP,Professional Services,MNC,Not Specified,Mumbai,Maharashtra,Not Specified,Talent Acquisition & Recruitment,6,2000.0,10000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-mumbai-at-bdo-india-llp1785692775,6.0,Long-term,Paid,6000.0,Mumbai,Maharashtra,Normal,8000.0,6000.0,1,0,0,0,0,0,7,5,1,1,Other
A106,Human Resources,Reducate.ai,,Not Specified,Not Specified,,,Remote,Talent Acquisition & Recruitment,2,2000.0,,Internshala,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-reducateai1785669272,2.0,Short-term,Paid,,Not Specified,Not Specified,Not Specified,,,0,1,0,0,0,0,7,4,3,0,Other
A107,Human Resources,Erayaa Builders and Developers,,Not Specified,Not Specified,Bangalore,Karnataka,Not Specified,Talent Acquisition & Recruitment,3,3000.0,6000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-erayaa-builders-and-developers1785656129,3.0,Medium-term,Paid,4500.0,Bengaluru,Karnataka,Normal,3000.0,4500.0,1,0,0,0,0,0,2,2,0,0,Other
A108,Talent Acquisition,PrimePathway,,Not Specified,Not Specified,,,Remote,Talent Acquisition & Recruitment,3,5000.0,,Internshala,https://internshala.com/internship/detail/work-from-home-talent-acquisition-internship-at-primepathway1785662760,3.0,Medium-term,Paid,,Not Specified,Not Specified,Not Specified,,,0,1,0,0,0,0,4,3,1,0,Other
A109,Human Resources,Unessa Foundation,NGO,NGO,Not Specified,,,Remote,Talent Acquisition & Recruitment,3,3000.0,5000.0,Internshala,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-unessa-foundation1785651219,3.0,Medium-term,Paid,4000.0,Not Specified,Not Specified,Normal,2000.0,4000.0,1,1,0,0,0,0,4,1,1,2,Other
A110,HR Psychology,Safalta Setu,NGO,NGO,Not Specified,,,Remote,People Engagement & Culture Development,4,0.0,,Internshala,https://internshala.com/internship/detail/work-from-home-part-time-psychology-in-human-resources-internship-at-safalta-setu1785648322,4.0,Medium-term,Unpaid,,Not Specified,Not Specified,Not Specified,,,0,1,0,0,0,0,0,0,0,0,Other
A111,Recruitment,Zell Education,Education,Educational Institution,Not Specified,,,Remote,Talent Acquisition & Recruitment,3,5000.0,8000.0,Internshala,https://internshala.com/internship/detail/work-from-home-recruitment-internship-at-zell-education1785592606,3.0,Medium-term,Paid,6500.0,Not Specified,Not Specified,Normal,3000.0,6500.0,1,1,0,0,0,0,5,4,1,0,Other
A112,Recruitment,StartupsFiling,,Not Specified,Not Specified,Noida,Uttar Pradesh,Not Specified,Talent Acquisition & Recruitment,3,7000.0,9000.0,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-noida-at-startupsfiling1785578480,3.0,Medium-term,Paid,8000.0,Noida,Uttar Pradesh,Normal,2000.0,8000.0,1,0,0,0,0,0,0,0,0,0,Other
A113,Human Resources,AKS Tech,,Not Specified,Not Specified,,,Remote,Talent Acquisition & Recruitment,3,26000.0,27500.0,Internshala,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-aks-tech1785585310,3.0,Medium-term,Paid,26750.0,Not Specified,Not Specified,Normal,1500.0,26750.0,1,1,0,0,0,0,11,8,2,1,Other
A114,Human Resources,The ProEducator,,Not Specified,Not Specified,Noida,Uttar Pradesh,Hybrid,Talent Acquisition & Recruitment,2,3000.0,,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-the-proeducator1785578579,2.0,Short-term,Paid,,Noida,Uttar Pradesh,Not Specified,,,0,0,1,0,0,0,3,2,1,0,Other
A115,Human Resources,Grivaa Consultancy Services,,Consulting,Not Specified,,,Remote,Talent Acquisition & Recruitment,3,5000.0,10000.0,Internshala,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-grivaa-consultancy-services1785577986,3.0,Medium-term,Paid,7500.0,Not Specified,Not Specified,Normal,5000.0,7500.0,1,1,0,0,0,0,2,0,2,0,Other
A116,HR Generalist,Grivaa Consultancy Services,,Consulting,Not Specified,,Delhi,Hybrid,HR Operations,1,5000.0,10000.0,Internshala,https://internshala.com/internship/detail/hr-generalist-and-founders-office-internship-in-delhi-at-grivaa-consultancy-services1785578007,1.0,Short-term,Paid,7500.0,Not Specified,Delhi,Normal,5000.0,7500.0,1,0,1,0,0,0,2,0,2,0,Other
A117,Human Resources,Yuvha Games,,Not Specified,Not Specified,,,Remote,Talent Acquisition & Recruitment,4,3000.0,5000.0,Internshala,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-yuvha-games1785574050,4.0,Medium-term,Paid,4000.0,Not Specified,Not Specified,Normal,2000.0,4000.0,1,1,0,0,0,0,4,2,0,2,Other
A118,Human Resources,Trinitysoft Solutions,,Not Specified,Not Specified,Kolkata,West Bengal,Not Specified,Talent Acquisition & Recruitment,,,,LinkedIn,https://in.linkedin.com/jobs/view/hr-intern-hr-anlyst-at-trinitysoft-solutions-4403171806?position=1&pageNum=0&refId=yuHJv2eSxu95GyD%2Fc8SUhw%3D%3D&trackingId=CpSmhYYluqevQ9GClfHrug%3D%3D,,Not Specified,Not Specified,,Kolkata,West Bengal,Not Specified,,,0,0,0,0,0,0,0,0,0,0,Other
A119,HR Generalist,PTN Events,,Not Specified,Not Specified,Vadodara,Gujarat,Not Specified,HR Operations,,,,LinkedIn,https://in.linkedin.com/jobs/view/hr-generalist-intern-at-ptn-events-4420437614?position=2&pageNum=0&refId=yuHJv2eSxu95GyD%2Fc8SUhw%3D%3D&trackingId=EbQrLriJHj46UQ1qBg3nxw%3D%3D,,Not Specified,Not Specified,,Vadodara,Gujarat,Not Specified,,,0,0,0,0,0,0,0,0,0,0,Other
A120,HR Solutions Analyst,Momentive,IT / Software,MNC,Not Specified,Bangalore,Karnataka,Not Specified,HR Operations,,,,LinkedIn,https://in.linkedin.com/jobs/view/hr-solutions-analyst-german-language-at-momentive-4433971023?position=3&pageNum=0&refId=yuHJv2eSxu95GyD%2Fc8SUhw%3D%3D&trackingId=qPMXH2Xe%2Fz1W110KHHTnuw%3D%3D,,Not Specified,Not Specified,,Bengaluru,Karnataka,Not Specified,,,0,0,0,0,0,0,0,0,0,0,Other
